temperature,magnetization,mag error,specific heat,sp.heat error,mag susceptibility,suscep error
2.1,0.8683713157894738,0.014408967177102017,0.9275641484649814,0.03209134438400999,0.988658738623088,0.04511782945915792
2.12,0.8571418421052632,0.016191573077125997,1.019464122915913,0.03694217816056401,1.2366369750626893,0.051980570533269765
2.14,0.8436152777777779,0.01895110385430297,1.1198288802471064,0.039429796613911286,1.6782445668125687,0.0717807502694462
2.16,0.8264293774319067,0.023351363552650432,1.177917164097577,0.053233161143356855,2.524473054479481,0.29096235179248797
2.18,0.8086883242589233,0.024936820647220647,1.2199408894746693,0.041450374220048075,2.8525001100503924,0.12245216483095188
2.2,0.7848990212071778,0.03201483265059422,1.4087271587119612,0.055047824279172965,4.658861407478994,0.2546607374540054
2.22,0.7529986949429037,0.04735350103516147,1.5000387421846098,0.08699550037968498,10.100693965256504,1.9910574840394408
2.24,0.7063958456973294,0.07503994177156623,1.7306854304244588,0.1240085766796174,25.138360986965957,7.234267588597399
2.26,0.6276219512195121,0.12907644740324056,2.4101633152019564,0.25183882428879106,73.72004103646658,14.1556306148647
2.28,0.5001356643356644,0.17378080897272863,2.679926102215619,0.1811050817145941,132.45512968077307,11.333959286112506
2.3,0.33953745173745176,0.17911648877486214,2.1303668806120224,0.20007743783444207,139.49007196102318,8.450494312805867
2.32,0.21955303643724697,0.1508213155075496,1.5880523875054509,0.0935356075682726,98.04771211822326,5.235040320557001
2.34,0.1738670241286863,0.12544528179618536,1.3680802351419656,0.07106207161749378,67.25008002104437,3.37220444366099
2.36,0.14284057971014494,0.10017872176161242,1.2876668888984555,0.056764717979712644,42.52447582114669,1.8373540550546756
2.38,0.11732110497237569,0.08485811965691446,1.2228123550950099,0.04156149700807807,30.25588433490412,1.009006258633565
2.4,0.1011548611111111,0.0753886820361477,1.1995931119823622,0.04194920240087355,23.681055746447242,0.8640337106928683
2.42,0.09395973684210528,0.06786402356674405,1.0488962132429525,0.0372405194858722,19.031097911849404,0.7391603858808238
2.44,0.0821351639969489,0.0613856611644594,0.9073225311700678,0.03505266504504054,15.44344014999101,0.6828524181531557
2.46,0.07446634746922025,0.057571687093439204,0.9380363261562179,0.033594058131250194,13.473573799938503,0.5793764795554922
2.48,0.06884758522727273,0.050529776126744044,0.9169623818099265,0.03384097244028497,10.295396271850306,0.42902849865369674
